filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
camcourt1_1512589521619_40.png,4802858,"{}",1,0,"{""name"":""rect"",""x"":1672,""y"":543,""width"":30,""height"":31}","{}"
camcourt1_1512589881619_0.png,4825595,"{}",1,0,"{""name"":""rect"",""x"":970,""y"":702,""width"":29,""height"":27}","{}"
camcourt1_1512589881619_40.png,4824368,"{}",1,0,"{""name"":""rect"",""x"":972,""y"":700,""width"":29,""height"":29}","{}"
camcourt1_1512590601632_0.png,4868457,"{}",0,0,"{}","{}"
camcourt1_1512590601632_40.png,4866623,"{}",0,0,"{}","{}"
camcourt1_1512592761645_0.png,4769545,"{}",0,0,"{}","{}"
camcourt1_1512592761645_40.png,4766178,"{}",0,0,"{}","{}"
camcourt1_1512593481645_0.png,4718738,"{}",0,0,"{}","{}"
camcourt1_1512593481645_40.png,4718766,"{}",0,0,"{}","{}"
camcourt1_1512594561645_0.png,4805433,"{}",1,0,"{""name"":""rect"",""x"":1457,""y"":816,""width"":37,""height"":33}","{}"
camcourt1_1512594561645_40.png,4806732,"{}",1,0,"{""name"":""rect"",""x"":1448,""y"":836,""width"":37,""height"":36}","{}"
camcourt1_1512594921658_0.png,4841777,"{}",1,0,"{""name"":""rect"",""x"":1307,""y"":603,""width"":25,""height"":27}","{}"
camcourt1_1512594921658_40.png,4842854,"{}",1,0,"{""name"":""rect"",""x"":1291,""y"":607,""width"":28,""height"":28}","{}"
camcourt1_1512743636959_0.png,4637289,"{}",1,0,"{""name"":""rect"",""x"":2002,""y"":1093,""width"":41,""height"":43}","{}"
camcourt1_1512743636959_40.png,4637078,"{}",1,0,"{""name"":""rect"",""x"":2012,""y"":1112,""width"":42,""height"":43}","{}"
camcourt1_1512743997024_0.png,4789140,"{}",1,0,"{""name"":""rect"",""x"":1312,""y"":608,""width"":30,""height"":29}","{}"
camcourt1_1512743997024_40.png,4787833,"{}",1,0,"{""name"":""rect"",""x"":1309,""y"":614,""width"":31,""height"":29}","{}"
camcourt1_1512744357050_0.png,4632851,"{}",0,0,"{}","{}"
camcourt1_1512744357050_40.png,4628916,"{}",0,0,"{}","{}"
camcourt1_1512745436985_0.png,4772203,"{}",1,0,"{""name"":""rect"",""x"":897,""y"":445,""width"":34,""height"":33}","{}"
camcourt1_1512745436985_40.png,4771289,"{}",1,0,"{""name"":""rect"",""x"":884,""y"":430,""width"":34,""height"":35}","{}"
camcourt1_1512745796855_0.png,4846660,"{}",1,0,"{""name"":""rect"",""x"":1913,""y"":576,""width"":31,""height"":31}","{}"
camcourt1_1512745796855_40.png,4844289,"{}",1,0,"{""name"":""rect"",""x"":1938,""y"":600,""width"":31,""height"":31}","{}"
camcourt1_1512748677687_0.png,5176384,"{}",1,0,"{""name"":""rect"",""x"":1363,""y"":444,""width"":24,""height"":24}","{}"
camcourt1_1512748677687_40.png,5173946,"{}",1,0,"{""name"":""rect"",""x"":1359,""y"":444,""width"":26,""height"":24}","{}"
camcourt1_1512749037557_0.png,5117501,"{}",1,0,"{""name"":""rect"",""x"":2211,""y"":800,""width"":36,""height"":37}","{}"
camcourt1_1512749037557_40.png,5117188,"{}",1,0,"{""name"":""rect"",""x"":2222,""y"":807,""width"":39,""height"":37}","{}"
camcourt1_1512760122200_0.png,2879377,"{}",1,0,"{""name"":""rect"",""x"":585,""y"":283,""width"":23,""height"":24}","{}"
camcourt1_1512760122200_40.png,2882293,"{}",1,0,"{""name"":""rect"",""x"":580,""y"":273,""width"":23,""height"":23}","{}"
camcourt1_1512760174441_0.png,2913204,"{}",0,0,"{}","{}"
camcourt1_1512760174441_40.png,2901096,"{}",0,0,"{}","{}"
camcourt1_1512761202226_0.png,2869868,"{}",0,0,"{}","{}"
camcourt1_1512761202226_40.png,2873335,"{}",0,0,"{}","{}"
camcourt1_1512761562083_0.png,2852862,"{}",0,0,"{}","{}"
camcourt1_1512761562083_40.png,2857473,"{}",0,0,"{}","{}"
camcourt1_1512761638559_0.png,4602738,"{}",0,0,"{}","{}"
camcourt1_1512761638559_40.png,4604792,"{}",0,0,"{}","{}"
camcourt1_1512761974116_0.png,2899142,"{}",0,0,"{}","{}"
camcourt1_1512761974116_40.png,2888801,"{}",0,0,"{}","{}"
camcourt1_1512763361732_0.png,2864435,"{}",1,0,"{""name"":""rect"",""x"":952,""y"":525,""width"":26,""height"":26}","{}"
camcourt1_1512763361732_40.png,2863900,"{}",1,0,"{""name"":""rect"",""x"":956,""y"":531,""width"":28,""height"":26}","{}"
camcourt1_1512763413947_0.png,2954763,"{}",1,0,"{""name"":""rect"",""x"":729,""y"":723,""width"":29,""height"":27}","{}"
camcourt1_1512763413947_40.png,2943543,"{}",1,0,"{""name"":""rect"",""x"":742,""y"":718,""width"":26,""height"":24}","{}"
camcourt1_1512763438299_0.png,4931260,"{}",1,0,"{""name"":""rect"",""x"":1081,""y"":546,""width"":24,""height"":27}","{}"
camcourt1_1512763438299_40.png,4933781,"{}",1,0,"{""name"":""rect"",""x"":1074,""y"":552,""width"":25,""height"":27}","{}"
camcourt1_1512765574064_0.png,2974250,"{}",1,0,"{""name"":""rect"",""x"":680,""y"":514,""width"":19,""height"":17}","{}"
camcourt1_1512765574064_40.png,2962900,"{}",1,0,"{""name"":""rect"",""x"":680,""y"":512,""width"":20,""height"":19}","{}"
camcourt1_1512765958260_0.png,4915885,"{}",0,0,"{}","{}"
camcourt1_1512765958260_40.png,4918103,"{}",0,0,"{}","{}"
camcourt1_1512767398000_0.png,4728353,"{}",0,0,"{}","{}"
camcourt1_1512767398000_40.png,4727759,"{}",0,0,"{}","{}"
camcourt1_1513010944053_0.png,5851419,"{}",1,0,"{""name"":""rect"",""x"":750,""y"":543,""width"":27,""height"":26}","{}"
camcourt1_1513010944053_40.png,5853244,"{}",1,0,"{""name"":""rect"",""x"":790,""y"":533,""width"":29,""height"":26}","{}"
camcourt1_1513011304066_0.png,5842052,"{}",1,0,"{""name"":""rect"",""x"":711,""y"":797,""width"":31,""height"":33}","{}"
camcourt1_1513011304066_40.png,5842403,"{}",1,0,"{""name"":""rect"",""x"":713,""y"":777,""width"":30,""height"":31}","{}"
camcourt1_1513011664105_0.png,5855356,"{}",1,0,"{""name"":""rect"",""x"":852,""y"":444,""width"":29,""height"":31}","{}"
camcourt1_1513011664105_40.png,5855625,"{}",1,0,"{""name"":""rect"",""x"":866,""y"":438,""width"":28,""height"":28}","{}"
camcourt1_1513014544339_0.png,5826295,"{}",1,0,"{""name"":""rect"",""x"":1946,""y"":774,""width"":32,""height"":31}","{}"
camcourt1_1513014544339_40.png,5824957,"{}",1,0,"{""name"":""rect"",""x"":1960,""y"":775,""width"":30,""height"":29}","{}"
camcourt1_1513014904352_0.png,5847478,"{}",1,0,"{""name"":""rect"",""x"":2314,""y"":750,""width"":21,""height"":30}","{}"
camcourt1_1513014904352_40.png,5847870,"{}",1,0,"{""name"":""rect"",""x"":2298,""y"":773,""width"":27,""height"":27}","{}"
camcourt1_1513015984404_0.png,5791509,"{}",0,0,"{}","{}"
camcourt1_1513015984404_40.png,5791033,"{}",0,0,"{}","{}"
camcourt1_1513021743362_0.png,5516187,"{}",1,0,"{""name"":""rect"",""x"":2066,""y"":751,""width"":27,""height"":31}","{}"
camcourt1_1513021743362_40.png,5511690,"{}",1,0,"{""name"":""rect"",""x"":2067,""y"":781,""width"":29,""height"":29}","{}"
camcourt1_1513022463024_0.png,5643954,"{}",1,0,"{""name"":""rect"",""x"":1601,""y"":990,""width"":40,""height"":36}","{}"
camcourt1_1513022463024_40.png,5641851,"{}",1,0,"{""name"":""rect"",""x"":1605,""y"":987,""width"":36,""height"":36}","{}"
camcourt1_1513023903804_0.png,5551972,"{}",0,0,"{}","{}"
camcourt1_1513023903804_40.png,5550586,"{}",0,0,"{}","{}"
camcourt1_1513026063427_0.png,5639124,"{}",0,0,"{}","{}"
camcourt1_1513026063427_40.png,5637816,"{}",0,0,"{}","{}"
camcourt1_1513026423661_0.png,5607519,"{}",0,0,"{}","{}"
camcourt1_1513026423661_40.png,5605960,"{}",0,0,"{}","{}"
camcourt1_1513027143869_0.png,5626767,"{}",1,0,"{""name"":""rect"",""x"":2074,""y"":887,""width"":32,""height"":32}","{}"
camcourt1_1513027143869_40.png,5626205,"{}",1,0,"{""name"":""rect"",""x"":2055,""y"":894,""width"":32,""height"":29}","{}"
camcourt1_1513027863856_0.png,5689014,"{}",1,0,"{""name"":""rect"",""x"":1905,""y"":864,""width"":32,""height"":29}","{}"
camcourt1_1513027863856_40.png,5687861,"{}",1,0,"{""name"":""rect"",""x"":1894,""y"":860,""width"":31,""height"":29}","{}"
camcourt1_1513364699307_0.png,6233131,"{}",1,0,"{""name"":""rect"",""x"":1131,""y"":709,""width"":30,""height"":27}","{}"
camcourt1_1513364699307_40.png,6233578,"{}",1,0,"{""name"":""rect"",""x"":1125,""y"":699,""width"":24,""height"":23}","{}"
camcourt1_1513364954220_0.png,2450995,"{}",0,0,"{}","{}"
camcourt1_1513364954220_40.png,2446850,"{}",0,0,"{}","{}"
camcourt1_1513364979580_0.png,6289100,"{}",1,0,"{""name"":""rect"",""x"":2429,""y"":830,""width"":22,""height"":21}","{}"
camcourt1_1513364979580_40.png,6284424,"{}",1,0,"{""name"":""rect"",""x"":2410,""y"":826,""width"":23,""height"":22}","{}"
camcourt1_1513365234272_0.png,2489973,"{}",1,0,"{""name"":""rect"",""x"":1045,""y"":556,""width"":24,""height"":24}","{}"
camcourt1_1513365234272_40.png,2485436,"{}",1,0,"{""name"":""rect"",""x"":1027,""y"":557,""width"":26,""height"":26}","{}"
camcourt1_1513365259606_0.png,6262685,"{}",0,0,"{}","{}"
camcourt1_1513365259606_40.png,6264770,"{}",0,0,"{}","{}"
camcourt1_1513365539528_0.png,6271246,"{}",0,0,"{}","{}"
camcourt1_1513365539528_40.png,6267715,"{}",0,0,"{}","{}"
camcourt1_1513365794090_0.png,2486495,"{}",1,0,"{""name"":""rect"",""x"":538,""y"":413,""width"":24,""height"":24}","{}"
camcourt1_1513365794090_40.png,2484838,"{}",1,0,"{""name"":""rect"",""x"":528,""y"":409,""width"":28,""height"":26}","{}"
camcourt1_1513366353856_0.png,2459512,"{}",0,0,"{}","{}"
camcourt1_1513366353856_40.png,2462380,"{}",0,0,"{}","{}"
camcourt1_1513366659138_0.png,6280204,"{}",1,0,"{""name"":""rect"",""x"":1961,""y"":974,""width"":25,""height"":25}","{}"
camcourt1_1513366659138_40.png,6283747,"{}",1,0,"{""name"":""rect"",""x"":1951,""y"":979,""width"":27,""height"":27}","{}"
camcourt1_1513367753466_0.png,2488433,"{}",1,0,"{""name"":""rect"",""x"":1370,""y"":751,""width"":27,""height"":26}","{}"
camcourt1_1513367753466_40.png,2486761,"{}",1,0,"{""name"":""rect"",""x"":1372,""y"":745,""width"":27,""height"":26}","{}"
camcourt1_1513367778787_0.png,6274383,"{}",1,0,"{""name"":""rect"",""x"":1627,""y"":943,""width"":29,""height"":26}","{}"
camcourt1_1513367778787_40.png,6275397,"{}",1,0,"{""name"":""rect"",""x"":1638,""y"":944,""width"":25,""height"":23}","{}"
camcourt1_1513368058800_0.png,6233736,"{}",0,0,"{}","{}"
camcourt1_1513368058800_40.png,6237995,"{}",0,0,"{}","{}"
camcourt1_1513368339229_0.png,6266595,"{}",1,0,"{""name"":""rect"",""x"":1337,""y"":743,""width"":19,""height"":20}","{}"
camcourt1_1513368339229_40.png,6271246,"{}",1,0,"{""name"":""rect"",""x"":1335,""y"":746,""width"":21,""height"":19}","{}"
camcourt1_1513368593934_0.png,2459135,"{}",1,0,"{""name"":""rect"",""x"":1592,""y"":768,""width"":26,""height"":29}","{}"
camcourt1_1513368593934_40.png,2454719,"{}",1,0,"{""name"":""rect"",""x"":1581,""y"":767,""width"":28,""height"":27}","{}"
camcourt1_1513369179632_0.png,6238168,"{}",0,0,"{}","{}"
camcourt1_1513369179632_40.png,6237805,"{}",0,0,"{}","{}"
camcourt1_1513369434090_0.png,2497543,"{}",1,0,"{""name"":""rect"",""x"":577,""y"":851,""width"":29,""height"":31}","{}"
camcourt1_1513369434090_40.png,2495952,"{}",1,0,"{""name"":""rect"",""x"":563,""y"":882,""width"":28,""height"":27}","{}"
camcourt1_1513369713895_0.png,2488002,"{}",1,0,"{""name"":""rect"",""x"":411,""y"":497,""width"":25,""height"":25}","{}"
camcourt1_1513369713895_40.png,2490125,"{}",1,0,"{""name"":""rect"",""x"":402,""y"":507,""width"":26,""height"":28}","{}"
camcourt1_1513370019281_0.png,6271668,"{}",1,0,"{""name"":""rect"",""x"":1379,""y"":853,""width"":24,""height"":22}","{}"
camcourt1_1513370019281_40.png,6271620,"{}",1,0,"{""name"":""rect"",""x"":1365,""y"":853,""width"":24,""height"":22}","{}"
camcourt1_1513441138725_0.png,6172440,"{}",1,0,"{""name"":""rect"",""x"":1763,""y"":926,""width"":23,""height"":24}","{}"
camcourt1_1513441138725_40.png,6169672,"{}",1,0,"{""name"":""rect"",""x"":1784,""y"":938,""width"":24,""height"":24}","{}"
camcourt1_1513441418634_0.png,6189030,"{}",1,0,"{""name"":""rect"",""x"":1570,""y"":1183,""width"":31,""height"":31}","{}"
camcourt1_1513441418634_40.png,6184709,"{}",1,0,"{""name"":""rect"",""x"":1598,""y"":1178,""width"":29,""height"":33}","{}"
camcourt1_1513441698673_0.png,6186631,"{}",1,0,"{""name"":""rect"",""x"":1659,""y"":1086,""width"":25,""height"":25}","{}"
camcourt1_1513441698673_40.png,6190529,"{}",1,0,"{""name"":""rect"",""x"":1658,""y"":1077,""width"":28,""height"":26}","{}"
camcourt1_1513442258608_0.png,6144787,"{}",0,0,"{}","{}"
camcourt1_1513442258608_40.png,6144957,"{}",0,0,"{}","{}"
camcourt1_1513442818335_0.png,6146419,"{}",0,0,"{}","{}"
camcourt1_1513442818335_40.png,6142756,"{}",0,0,"{}","{}"
camcourt1_1513444217984_0.png,6192813,"{}",1,0,"{""name"":""rect"",""x"":1962,""y"":1113,""width"":26,""height"":29}","{}"
camcourt1_1513444217984_40.png,6191844,"{}",1,0,"{""name"":""rect"",""x"":1959,""y"":1109,""width"":26,""height"":28}","{}"
camcourt1_1513445057776_0.png,6166444,"{}",1,0,"{""name"":""rect"",""x"":1423,""y"":862,""width"":23,""height"":23}","{}"
camcourt1_1513445057776_40.png,6166048,"{}",1,0,"{""name"":""rect"",""x"":1428,""y"":859,""width"":25,""height"":23}","{}"
camcourt1_1513445617750_0.png,6190256,"{}",1,0,"{""name"":""rect"",""x"":1242,""y"":818,""width"":23,""height"":23}","{}"
camcourt1_1513445617750_40.png,6189758,"{}",1,0,"{""name"":""rect"",""x"":1252,""y"":809,""width"":23,""height"":21}","{}"
camcourt1_1513446177633_0.png,6164811,"{}",0,0,"{}","{}"
camcourt1_1513446177633_40.png,6163061,"{}",0,0,"{}","{}"
camcourt1_1513710233743_0.png,3282593,"{}",1,0,"{""name"":""rect"",""x"":156,""y"":796,""width"":26,""height"":23}","{}"
camcourt1_1513710233743_40.png,3282541,"{}",1,0,"{""name"":""rect"",""x"":158,""y"":792,""width"":26,""height"":27}","{}"
camcourt1_1513710254518_0.png,2948666,"{}",1,0,"{""name"":""rect"",""x"":595,""y"":552,""width"":24,""height"":22}","{}"
camcourt1_1513710254518_40.png,2957834,"{}",1,0,"{""name"":""rect"",""x"":592,""y"":555,""width"":22,""height"":20}","{}"
camcourt1_1513710261860_0.png,2466628,"{}",0,0,"{}","{}"
camcourt1_1513710261860_40.png,2468255,"{}",0,0,"{}","{}"
camcourt1_1513710273104_0.png,4972662,"{}",0,0,"{}","{}"
camcourt1_1513710273104_40.png,4972392,"{}",0,0,"{}","{}"
camcourt1_1513710529019_0.png,2955567,"{}",0,0,"{}","{}"
camcourt1_1513710529019_40.png,2961102,"{}",0,0,"{}","{}"
camcourt1_1513710553286_0.png,4973769,"{}",0,0,"{}","{}"
camcourt1_1513710553286_40.png,4974243,"{}",0,0,"{}","{}"
camcourt1_1513710553937_0.png,2489358,"{}",1,0,"{""name"":""rect"",""x"":611,""y"":631,""width"":23,""height"":24}","{}"
camcourt1_1513710553937_40.png,2481973,"{}",1,0,"{""name"":""rect"",""x"":621,""y"":646,""width"":26,""height"":26}","{}"
camcourt1_1513710808980_0.png,2950936,"{}",0,0,"{}","{}"
camcourt1_1513710808980_40.png,2953905,"{}",0,0,"{}","{}"
camcourt1_1513711073899_0.png,3204006,"{}",1,0,"{""name"":""rect"",""x"":1007,""y"":528,""width"":21,""height"":18}","{}"
camcourt1_1513711073899_40.png,3203507,"{}",1,0,"{""name"":""rect"",""x"":1015,""y"":526,""width"":19,""height"":18}","{}"
camcourt1_1513711113898_0.png,2480888,"{}",0,0,"{}","{}"
camcourt1_1513711113898_40.png,2476483,"{}",0,0,"{}","{}"
camcourt1_1513711353860_0.png,3208482,"{}",0,0,"{}","{}"
camcourt1_1513711353860_40.png,3206928,"{}",0,0,"{}","{}"
camcourt1_1513711368928_0.png,2982821,"{}",1,0,"{""name"":""rect"",""x"":1056,""y"":570,""width"":22,""height"":22}","{}"
camcourt1_1513711368928_40.png,2982763,"{}",1,0,"{""name"":""rect"",""x"":1067,""y"":567,""width"":20,""height"":22}","{}"
camcourt1_1513711633730_0.png,3203092,"{}",1,0,"{""name"":""rect"",""x"":1382,""y"":564,""width"":21,""height"":19}","{}"
camcourt1_1513711633730_40.png,3206194,"{}",1,0,"{""name"":""rect"",""x"":1381,""y"":562,""width"":21,""height"":21}","{}"
camcourt1_1513711673078_0.png,5056890,"{}",1,0,"{""name"":""rect"",""x"":1624,""y"":618,""width"":32,""height"":29}","{}"
camcourt1_1513711673078_40.png,5057409,"{}",1,0,"{""name"":""rect"",""x"":1630,""y"":610,""width"":29,""height"":32}","{}"
camcourt1_1513711673729_0.png,2480131,"{}",1,0,"{""name"":""rect"",""x"":523,""y"":610,""width"":25,""height"":25}","{}"
camcourt1_1513711673729_40.png,2475764,"{}",1,0,"{""name"":""rect"",""x"":523,""y"":610,""width"":25,""height"":25}","{}"
camcourt1_1513711952974_0.png,4932139,"{}",0,0,"{}","{}"
camcourt1_1513711952974_40.png,4929766,"{}",0,0,"{}","{}"
camcourt1_1513711953625_0.png,2431010,"{}",0,0,"{}","{}"
camcourt1_1513711953625_40.png,2427367,"{}",0,0,"{}","{}"
camcourt1_1513712193574_0.png,3063643,"{}",1,0,"{""name"":""rect"",""x"":802,""y"":562,""width"":18,""height"":19}","{}"
camcourt1_1513712193574_40.png,3062359,"{}",1,0,"{""name"":""rect"",""x"":803,""y"":563,""width"":18,""height"":18}","{}"
camcourt1_1513712513417_0.png,2485794,"{}",1,0,"{""name"":""rect"",""x"":543,""y"":393,""width"":26,""height"":23}","{}"
camcourt1_1513712513417_40.png,2491741,"{}",1,0,"{""name"":""rect"",""x"":534,""y"":394,""width"":23,""height"":22}","{}"
camcourt1_1513713632077_0.png,5044232,"{}",1,0,"{""name"":""rect"",""x"":1517,""y"":453,""width"":31,""height"":29}","{}"
camcourt1_1513713632077_40.png,5045685,"{}",1,0,"{""name"":""rect"",""x"":1539,""y"":470,""width"":31,""height"":29}","{}"
camcourt1_1513713873002_0.png,3056697,"{}",1,0,"{""name"":""rect"",""x"":492,""y"":509,""width"":20,""height"":18}","{}"
camcourt1_1513713873002_40.png,3054052,"{}",1,0,"{""name"":""rect"",""x"":502,""y"":514,""width"":20,""height"":19}","{}"
camcourt1_1513713901197_0.png,2487806,"{}",1,0,"{""name"":""rect"",""x"":806,""y"":403,""width"":20,""height"":20}","{}"
camcourt1_1513713901197_40.png,2486943,"{}",1,0,"{""name"":""rect"",""x"":797,""y"":408,""width"":19,""height"":19}","{}"
camcourt1_1513713912480_0.png,5047204,"{}",1,0,"{""name"":""rect"",""x"":2152,""y"":838,""width"":33,""height"":33}","{}"
camcourt1_1513713912480_40.png,5044919,"{}",1,0,"{""name"":""rect"",""x"":2143,""y"":834,""width"":31,""height"":30}","{}"
camcourt1_1513713913131_0.png,2454602,"{}",0,0,"{}","{}"
camcourt1_1513713913131_40.png,2452197,"{}",0,0,"{}","{}"
camcourt1_1513714168447_0.png,2965148,"{}",0,0,"{}","{}"
camcourt1_1513714168447_40.png,2967864,"{}",0,0,"{}","{}"
camcourt1_1513714174128_0.png,2939721,"{}",1,0,"{""name"":""rect"",""x"":1175,""y"":479,""width"":18,""height"":16}","{}"
camcourt1_1513714174128_40.png,2952949,"{}",1,0,"{""name"":""rect"",""x"":1177,""y"":480,""width"":18,""height"":17}","{}"
camcourt1_1513714448590_0.png,2992308,"{}",1,0,"{""name"":""rect"",""x"":677,""y"":560,""width"":20,""height"":20}","{}"
camcourt1_1513714448590_40.png,2993178,"{}",1,0,"{""name"":""rect"",""x"":696,""y"":576,""width"":20,""height"":20}","{}"
camcourt1_1513714454258_0.png,2947045,"{}",0,0,"{}","{}"
camcourt1_1513714454258_40.png,2962119,"{}",0,0,"{}","{}"
camcourt1_1513714473560_0.png,2473451,"{}",1,0,"{""name"":""rect"",""x"":989,""y"":653,""width"":23,""height"":22}","{}"
camcourt1_1513714473560_40.png,2469081,"{}",1,0,"{""name"":""rect"",""x"":998,""y"":635,""width"":24,""height"":25}","{}"
camcourt1_1513714728681_0.png,2999796,"{}",1,0,"{""name"":""rect"",""x"":459,""y"":756,""width"":28,""height"":24}","{}"
camcourt1_1513714728681_40.png,3000835,"{}",1,0,"{""name"":""rect"",""x"":454,""y"":751,""width"":27,""height"":26}","{}"
camcourt1_1513714734349_0.png,2909630,"{}",0,0,"{}","{}"
camcourt1_1513714734349_40.png,2919660,"{}",0,0,"{}","{}"
camcourt1_1513714993639_0.png,2981183,"{}",0,0,"{}","{}"
camcourt1_1513714993639_40.png,2982203,"{}",0,0,"{}","{}"
camcourt1_1513715033104_0.png,5060183,"{}",1,0,"{""name"":""rect"",""x"":630,""y"":756,""width"":30,""height"":29}","{}"
camcourt1_1513715033104_40.png,5063017,"{}",1,0,"{""name"":""rect"",""x"":625,""y"":753,""width"":31,""height"":29}","{}"
camcourt1_1513715033716_0.png,2495408,"{}",1,0,"{""name"":""rect"",""x"":1140,""y"":674,""width"":24,""height"":24}","{}"
camcourt1_1513715033716_40.png,2492001,"{}",1,0,"{""name"":""rect"",""x"":1141,""y"":672,""width"":27,""height"":26}","{}"
camcourt1_1513715288746_0.png,2946965,"{}",0,0,"{}","{}"
camcourt1_1513715288746_40.png,2948440,"{}",0,0,"{}","{}"
camcourt1_1513715574505_0.png,2922426,"{}",0,0,"{}","{}"
camcourt1_1513715574505_40.png,2934456,"{}",0,0,"{}","{}"
camcourt1_1513715593221_0.png,4977849,"{}",1,0,"{""name"":""rect"",""x"":2213,""y"":753,""width"":33,""height"":35}","{}"
camcourt1_1513715593221_40.png,4978062,"{}",1,0,"{""name"":""rect"",""x"":2232,""y"":752,""width"":29,""height"":32}","{}"
camcourt1_1513715593833_0.png,2467144,"{}",0,0,"{}","{}"
camcourt1_1513715593833_40.png,2468142,"{}",0,0,"{}","{}"
camcourt1_1513715873312_0.png,5026771,"{}",1,0,"{""name"":""rect"",""x"":2295,""y"":1049,""width"":32,""height"":39}","{}"
camcourt1_1513715873312_40.png,5029112,"{}",1,0,"{""name"":""rect"",""x"":2299,""y"":1040,""width"":33,""height"":35}","{}"
