filename,bounding_boxes,num_missing
camcourt2_1513710808980_0.png,"[[0.14532019704433496, 0.4080226904376013, 0.023399014778325122, 0.1094003241491086], [0.7346059113300493, 0.3606158833063209, 0.050492610837438424, 0.0940032414910859], [0.6237684729064039, 0.4226094003241491, 0.07881773399014778, 0.1126418152350081], [0.4572044334975369, 0.27350081037277146, 0.025246305418719212, 0.08184764991896272], [0.4319581280788177, 0.43476499189627227, 0.035098522167487683, 0.12074554294975688], [0.15948275862068967, 0.5988654781199352, 0.034482758620689655, 0.1393841166936791], [0.6991995073891626, 0.3703403565640194, 0.049876847290640396, 0.11345218800648298], [0.5948275862068966, 0.44408427876823336, 0.04433497536945813, 0.10210696920583469], [0.46366995073891626, 0.40559157212317665, 0.03571428571428571, 0.10777957860615883], [0.46951970443349755, 0.31118314424635335, 0.042487684729064036, 0.08752025931928688], [0.30972906403940886, 0.47244732576985415, 0.024630541871921183, 0.12479740680713128], [0.5708128078817734, 0.27633711507293357, 0.03201970443349754, 0.08914100486223663], [0.6579433497536946, 0.29294975688816854, 0.02770935960591133, 0.09319286871961102], [0.6490147783251231, 0.7431118314424635, 0.046798029556650245, 0.13776337115072934]]",0
camcourt1_1513711368928_0.png,"[[0.3583743842364532, 0.4080226904376013, 0.04926108374384237, 0.09319286871961102], [0.4144088669950739, 0.4513776337115073, 0.05788177339901478, 0.1053484602917342], [0.35098522167487683, 0.4967585089141005, 0.054187192118226604, 0.1085899513776337], [0.7903325123152709, 0.6940842787682334, 0.07943349753694581, 0.11750405186385737], [0.6736453201970444, 0.3225283630470016, 0.03078817733990148, 0.08914100486223663], [0.7130541871921182, 0.31766612641815234, 0.024630541871921183, 0.09562398703403566], [0.6231527093596059, 0.799837925445705, 0.0960591133004926, 0.13290113452188007], [0.11976600985221675, 0.46110210696920584, 0.020320197044334975, 0.1053484602917342], [0.35560344827586204, 0.42179902755267423, 0.04125615763546798, 0.11588330632090761], [0.5708128078817734, 0.4461102106969206, 0.05541871921182266, 0.08508914100486224], [0.5791256157635468, 0.40437601296596437, 0.05603448275862069, 0.09886547811993517], [0.6474753694581281, 0.40761750405186387, 0.06588669950738917, 0.07617504051863858], [0.6293103448275862, 0.41855753646677474, 0.05788177339901478, 0.09157212317666126], [0.5775862068965517, 0.7974068071312804, 0.08004926108374384, 0.18152350081037277]]",0
camcourt1_1513714168447_0.png,"[[0.6708743842364532, 0.5348460291734197, 0.02894088669950739, 0.14100486223662884], [0.5858990147783252, 0.2913290113452188, 0.019088669950738917, 0.09319286871961102]]",0
camcourt2_1513714168447_0.png,"[[0.3716133004926108, 0.4939222042139384, 0.033866995073891626, 0.1126418152350081], [0.29495073891625617, 0.4708265802269044, 0.04187192118226601, 0.11831442463533225], [0.4122536945812808, 0.36223662884927066, 0.02770935960591133, 0.07941653160453808], [0.5341748768472906, 0.5713128038897893, 0.04864532019704434, 0.14424635332252836], [0.6616379310344828, 0.39829821717990277, 0.03263546798029557, 0.10453808752025932], [0.4282635467980296, 0.6446515397082658, 0.037561576354679806, 0.14343598055105347], [0.2025862068965517, 0.4282820097244733, 0.034482758620689655, 0.11426256077795786], [0.6185344827586207, 0.30591572123176664, 0.02647783251231527, 0.08833063209076175], [0.7718596059113301, 0.47163695299837927, 0.037561576354679806, 0.10210696920583469], [0.7878694581280788, 0.42787682333873583, 0.042487684729064036, 0.1085899513776337], [0.33189655172413796, 0.48581847649918963, 0.034482758620689655, 0.1353322528363047], [0.5172413793103449, 0.4420583468395462, 0.038177339901477834, 0.12236628849270664], [0.6530172413793104, 0.26904376012965964, 0.02647783251231527, 0.08589951377633712]]",0
camcourt1_1513714448590_0.png,"[[0.8075738916256158, 0.45421393841166935, 0.037561576354679806, 0.11912479740680713], [0.5261699507389163, 0.4538087520259319, 0.04002463054187192, 0.1312803889789303], [0.3414408866995074, 0.49756888168557534, 0.03879310344827586, 0.12965964343598055], [0.4621305418719212, 0.38087520259319285, 0.02894088669950739, 0.10048622366288493], [0.6536330049261084, 0.6183144246353323, 0.03263546798029557, 0.1507293354943274], [0.5782019704433498, 0.6584278768233387, 0.03694581280788178, 0.1126418152350081], [0.7201354679802956, 0.4039708265802269, 0.02647783251231527, 0.10291734197730956], [0.39624384236453203, 0.5251215559157212, 0.02894088669950739, 0.11831442463533225], [0.3063423645320197, 0.4923014586709887, 0.03633004926108374, 0.11912479740680713], [0.4224137931034483, 0.38087520259319285, 0.03694581280788178, 0.08103727714748785], [0.521243842364532, 0.770259319286872, 0.0437192118226601, 0.1547811993517018], [0.6333128078817734, 0.34035656401944897, 0.020320197044334975, 0.08914100486223663], [0.28417487684729065, 0.4404376012965964, 0.03017241379310345, 0.11102106969205834], [0.6123768472906403, 0.303484602917342, 0.02647783251231527, 0.08995137763371151]]",0
camcourt2_1513714448590_0.png,"[[0.6591748768472906, 0.29213938411669366, 0.035098522167487683, 0.08670988654781199]]",0
camcourt1_1513714728681_0.png,"[[0.6176108374384236, 0.31118314424635335, 0.02586206896551724, 0.08752025931928688], [0.062192118226600986, 0.5081037277147488, 0.03694581280788178, 0.11507293354943274], [0.6647167487684729, 0.8731766612641815, 0.0437192118226601, 0.16612641815235007], [0.6133004926108374, 0.653160453808752, 0.08004926108374384, 0.10048622366288493], [0.48183497536945813, 0.5457860615883307, 0.05110837438423645, 0.1239870340356564], [0.30357142857142855, 0.5749594813614263, 0.04187192118226601, 0.12560777957860617], [0.3599137931034483, 0.48095623987034036, 0.05480295566502463, 0.11588330632090761], [0.5541871921182266, 0.3946515397082658, 0.034482758620689655, 0.11021069692058347], [0.7038177339901478, 0.3427876823338736, 0.01847290640394089, 0.09724473257698542], [0.5957512315270936, 0.5632090761750406, 0.03879310344827586, 0.10696920583468396], [0.6283866995073891, 0.7350081037277147, 0.05110837438423645, 0.16045380875202594], [0.26908866995073893, 0.6564019448946515, 0.050492610837438424, 0.1620745542949757], [0.33004926108374383, 0.5105348460291734, 0.05788177339901478, 0.12479740680713128], [0.5403325123152709, 0.28322528363047, 0.02401477832512315, 0.09157212317666126]]",0
camcourt2_1513714728681_0.png,"[[0.7435344827586207, 0.3079416531604538, 0.021551724137931036, 0.09076175040518639]]",0
camcourt1_1513715288746_0.png,"[[0.9498152709359606, 0.476904376012966, 0.04741379310344827, 0.12074554294975688]]",0
camcourt2_1513715288746_0.png,"[[0.5778940886699507, 0.5510534846029174, 0.05233990147783251, 0.12641815235008103], [0.2623152709359606, 0.44692058346839547, 0.02832512315270936, 0.10291734197730956], [0.9144088669950738, 0.4712317666126418, 0.04556650246305419, 0.1239870340356564], [0.8762315270935961, 0.5052674230145867, 0.04926108374384237, 0.1353322528363047], [0.48091133004926107, 0.3565640194489465, 0.04187192118226601, 0.10372771474878444], [0.6838054187192119, 0.2961912479740681, 0.025246305418719212, 0.11426256077795786], [0.5646551724137931, 0.40153970826580226, 0.038177339901477834, 0.10615883306320907], [0.45535714285714285, 0.4153160453808752, 0.04495073891625616, 0.12074554294975688], [0.43472906403940886, 0.36831442463533226, 0.06157635467980296, 0.1126418152350081], [0.4861453201970443, 0.5141815235008104, 0.03879310344827586, 0.146677471636953], [0.5086206896551724, 0.5996758508914101, 0.04556650246305419, 0.14424635332252836], [0.2533866995073892, 0.32374392220421394, 0.02894088669950739, 0.09157212317666126], [0.416564039408867, 0.7188006482982172, 0.03879310344827586, 0.19611021069692058], [0.5609605911330049, 0.27755267423014585, 0.02586206896551724, 0.08670988654781199]]",0
camcourt1_1513716128967_0.png,"[[0.8571428571428571, 0.7743111831442464, 0.046798029556650245, 0.1580226904376013], [0.9799876847290641, 0.40923824959481364, 0.04002463054187192, 0.08752025931928688]]",0
camcourt2_1513716128967_0.png,"[[0.15363300492610837, 0.609805510534846, 0.042487684729064036, 0.14991896272285252], [0.7727832512315271, 0.37439222042139386, 0.04310344827586207, 0.12155591572123177], [0.47013546798029554, 0.31766612641815234, 0.020320197044334975, 0.10696920583468396], [0.3389778325123153, 0.5109400324149108, 0.025246305418719212, 0.1353322528363047], [0.5914408866995073, 0.49108589951377635, 0.06834975369458128, 0.13452188006482982], [0.5440270935960592, 0.4546191247974068, 0.058497536945812806, 0.11183144246353323], [0.4707512315270936, 0.27431118314424635, 0.03140394088669951, 0.08833063209076175], [0.6434729064039408, 0.2880875202593193, 0.03571428571428571, 0.09319286871961102], [0.9205665024630542, 0.7888978930307942, 0.054187192118226604, 0.1580226904376013], [0.13054187192118227, 0.41936790923824957, 0.023399014778325122, 0.11750405186385737], [0.48429802955665024, 0.4367909238249595, 0.04495073891625616, 0.11993517017828201], [0.9054802955665024, 0.39303079416531606, 0.03879310344827586, 0.09076175040518639], [0.9322660098522167, 0.4290923824959481, 0.0480295566502463, 0.10291734197730956]]",0
camcourt1_1513364954220_0.png,"[[0.5406403940886699, 0.3974878444084279, 0.03571428571428571, 0.1012965964343598]]",0
camcourt2_1513364954220_0.png,"[[0.6844211822660099, 0.4505672609400324, 0.04741379310344827, 0.1053484602917342], [0.7238300492610837, 0.4554294975688817, 0.022783251231527094, 0.11507293354943274], [0.4467364532019704, 0.49878444084278767, 0.037561576354679806, 0.1385737439222042], [0.5948275862068966, 0.4679902755267423, 0.022167487684729065, 0.11750405186385737], [0.5283251231527094, 0.6790923824959482, 0.04310344827586207, 0.15883306320907617], [0.28448275862068967, 0.5879254457050244, 0.05172413793103448, 0.13371150729335493], [0.3248152709359606, 0.6094003241491086, 0.05480295566502463, 0.1507293354943274], [0.3811576354679803, 0.5145867098865479, 0.03078817733990148, 0.09886547811993517], [0.4051724137931034, 0.6102106969205835, 0.04433497536945813, 0.16045380875202594], [0.8322044334975369, 0.5072933549432739, 0.035098522167487683, 0.13290113452188007], [0.9375, 0.5798217179902755, 0.058497536945812806, 0.146677471636953], [0.7244458128078818, 0.6041329011345219, 0.04002463054187192, 0.14505672609400325], [0.5578817733990148, 0.4720421393841167, 0.05172413793103448, 0.1239870340356564], [0.5292487684729064, 0.5538897893030794, 0.02647783251231527, 0.14019448946515398]]",0
camcourt1_1513365234272_0.png,"[[0.13392857142857142, 0.6717990275526742, 0.042487684729064036, 0.16531604538087522], [0.27155172413793105, 0.5879254457050244, 0.034482758620689655, 0.1547811993517018], [0.5197044334975369, 0.5182333873581848, 0.05295566502463054, 0.14505672609400325], [0.5360221674876847, 0.4793354943273906, 0.02401477832512315, 0.09157212317666126], [0.5375615763546798, 0.6470826580226904, 0.0603448275862069, 0.15640194489465153], [0.8238916256157636, 0.5575364667747164, 0.04926108374384237, 0.12965964343598055], [0.8771551724137931, 0.5579416531604539, 0.035098522167487683, 0.14019448946515398], [0.6416256157635468, 0.4606969205834684, 0.05665024630541872, 0.10291734197730956], [0.5600369458128078, 0.5174230145867099, 0.05726600985221675, 0.1353322528363047], [0.5735837438423645, 0.6981361426256077, 0.062192118226600986, 0.18233387358184766], [0.8642241379310345, 0.44246353322528365, 0.025246305418719212, 0.11345218800648298], [0.4876847290640394, 0.41247974068071314, 0.02832512315270936, 0.1053484602917342], [0.21428571428571427, 0.46555915721231766, 0.02832512315270936, 0.11912479740680713], [0.39747536945812806, 0.7374392220421394, 0.046182266009852216, 0.17504051863857376]]",0
camcourt1_1513365794090_0.png,"[[0.707820197044335, 0.6580226904376013, 0.06711822660098522, 0.1685575364667747], [0.31311576354679804, 0.7171799027552674, 0.05233990147783251, 0.1685575364667747], [0.27801724137931033, 0.429902755267423, 0.03017241379310345, 0.1094003241491086], [0.7056650246305419, 0.446515397082658, 0.04926108374384237, 0.10372771474878444], [0.6262315270935961, 0.46110210696920584, 0.046798029556650245, 0.11507293354943274], [0.3842364532019704, 0.6434359805510534, 0.05295566502463054, 0.1507293354943274], [0.3411330049261084, 0.5409238249594813, 0.04187192118226601, 0.14505672609400325], [0.3565270935960591, 0.48703403565640196, 0.054187192118226604, 0.12317666126418152], [0.5172413793103449, 0.526742301458671, 0.05172413793103448, 0.13290113452188007], [0.48214285714285715, 0.5085089141004863, 0.0332512315270936, 0.12074554294975688], [0.2459975369458128, 0.5911669367909238, 0.06096059113300493, 0.14991896272285252], [0.4042487684729064, 0.47771474878444087, 0.046182266009852216, 0.13371150729335493], [0.3069581280788177, 0.4720421393841167, 0.05726600985221675, 0.1272285251215559], [0.5178571428571429, 0.4011345218800648, 0.02586206896551724, 0.10210696920583469]]",0
camcourt1_1513366353856_0.png,"[[0.75, 0.4282820097244733, 0.02586206896551724, 0.10777957860615883], [0.7743226600985221, 0.38857374392220423, 0.02401477832512315, 0.11426256077795786]]",0
camcourt2_1513366353856_0.png,"[[0.2546182266009852, 0.476904376012966, 0.035098522167487683, 0.10291734197730956], [0.7145935960591133, 0.42098865478119935, 0.021551724137931036, 0.04781199351701783], [0.500615763546798, 0.4367909238249595, 0.034482758620689655, 0.10372771474878444], [0.2789408866995074, 0.7406807131280388, 0.07635467980295567, 0.16531604538087522], [0.791564039408867, 0.6337115072933549, 0.05233990147783251, 0.14910858995137763], [0.5126231527093597, 0.5749594813614263, 0.058497536945812806, 0.15153970826580226], [0.4319581280788177, 0.44894651539708263, 0.035098522167487683, 0.11021069692058347], [0.5652709359605911, 0.4878444084278768, 0.034482758620689655, 0.11345218800648298], [0.6009852216748769, 0.4744732576985413, 0.03940886699507389, 0.1012965964343598], [0.7075123152709359, 0.4837925445705024, 0.04187192118226601, 0.11507293354943274], [0.5347906403940886, 0.5004051863857374, 0.03140394088669951, 0.1353322528363047], [0.4649014778325123, 0.5782009724473258, 0.0480295566502463, 0.13695299837925445], [0.35591133004926107, 0.5652350081037277, 0.03940886699507389, 0.1385737439222042], [0.36514778325123154, 0.520259319286872, 0.0332512315270936, 0.13614262560777957]]",0
camcourt1_1513367753466_0.png,"[[0.4966133004926108, 0.4521880064829822, 0.04741379310344827, 0.11183144246353323], [0.2875615763546798, 0.5158022690437601, 0.034482758620689655, 0.13371150729335493], [0.7176724137931034, 0.4582658022690438, 0.049876847290640396, 0.12236628849270664], [0.6637931034482759, 0.44894651539708263, 0.02832512315270936, 0.1085899513776337], [0.37592364532019706, 0.5153970826580226, 0.03140394088669951, 0.14748784440842788], [0.4919950738916256, 0.48338735818476497, 0.04926108374384237, 0.13209076175040518], [0.5677339901477833, 0.4546191247974068, 0.04556650246305419, 0.1053484602917342], [0.6773399014778325, 0.47771474878444087, 0.04064039408866995, 0.1239870340356564], [0.8663793103448276, 0.6057536466774717, 0.03694581280788178, 0.15964343598055106], [0.7096674876847291, 0.5891410048622366, 0.04864532019704434, 0.12317666126418152], [0.8306650246305419, 0.710291734197731, 0.05172413793103448, 0.16612641815235007], [0.023399014778325122, 0.6106158833063209, 0.0332512315270936, 0.14829821717990274], [0.646551724137931, 0.41693679092382496, 0.03078817733990148, 0.10453808752025932], [0.561884236453202, 0.41247974068071314, 0.035098522167487683, 0.10372771474878444]]",0
camcourt2_1513367753466_0.png,"[[0.7395320197044335, 0.44408427876823336, 0.027093596059113302, 0.10372771474878444]]",0
camcourt1_1513368593934_0.png,"[[0.583435960591133, 0.5324149108589952, 0.046182266009852216, 0.1458670988654781], [0.5123152709359606, 0.5255267423014587, 0.05172413793103448, 0.14505672609400325], [0.333435960591133, 0.6324959481361426, 0.04125615763546798, 0.17423014586709887], [0.8790024630541872, 0.6551863857374393, 0.05972906403940887, 0.12074554294975688], [0.5960591133004927, 0.376418152350081, 0.019704433497536946, 0.02674230145867099], [0.5963669950738916, 0.40842787682333875, 0.02770935960591133, 0.06969205834683954], [0.09698275862068965, 0.5749594813614263, 0.033866995073891626, 0.14019448946515398], [0.5797413793103449, 0.4931118314424635, 0.05357142857142857, 0.11102106969205834], [0.21520935960591134, 0.6624797406807131, 0.05480295566502463, 0.17098865478119935], [0.9744458128078818, 0.6511345218800648, 0.0437192118226601, 0.1580226904376013], [0.6022167487684729, 0.4521880064829822, 0.04187192118226601, 0.050243111831442464], [0.5982142857142857, 0.5194489465153971, 0.042487684729064036, 0.1458670988654781], [0.5588054187192119, 0.49189627228525123, 0.04741379310344827, 0.13290113452188007]]",0
camcourt2_1513368593934_0.png,"[[0.7429187192118226, 0.44327390599675853, 0.02647783251231527, 0.1085899513776337], [0.7897167487684729, 0.7576985413290114, 0.08189655172413793, 0.15883306320907617]]",0
camcourt1_1513369434090_0.png,"[[0.39439655172413796, 0.5085089141004863, 0.05110837438423645, 0.14181523500810372], [0.7133620689655172, 0.7354132901134521, 0.04002463054187192, 0.16450567260940033], [0.6157635467980296, 0.4222042139384117, 0.03078817733990148, 0.11183144246353323], [0.5394088669950738, 0.4059967585089141, 0.02586206896551724, 0.09886547811993517], [0.6145320197044335, 0.5514586709886548, 0.03694581280788178, 0.14343598055105347], [0.5378694581280788, 0.5004051863857374, 0.04864532019704434, 0.11102106969205834], [0.4350369458128079, 0.5575364667747164, 0.035098522167487683, 0.1426256077795786], [0.416871921182266, 0.6065640194489466, 0.0603448275862069, 0.11750405186385737], [0.4119458128078818, 0.4153160453808752, 0.03201970443349754, 0.1126418152350081], [0.7170566502463054, 0.45502431118314424, 0.03140394088669951, 0.11750405186385737], [0.7247536945812808, 0.5619935170178282, 0.046798029556650245, 0.1385737439222042], [0.44273399014778325, 0.5822528363047001, 0.06773399014778325, 0.146677471636953], [0.4107142857142857, 0.6831442463533225, 0.07758620689655173, 0.14748784440842788]]",0
camcourt1_1513369713895_0.png,"[[0.8531403940886699, 0.600486223662885, 0.05603448275862069, 0.14748784440842788], [0.028633004926108374, 0.5911669367909238, 0.02770935960591133, 0.14181523500810372], [0.47167487684729065, 0.48176661264181525, 0.0332512315270936, 0.11426256077795786], [0.5064655172413793, 0.4145056726094003, 0.03017241379310345, 0.1094003241491086], [0.5782019704433498, 0.4222042139384117, 0.027093596059113302, 0.11021069692058347], [0.3352832512315271, 0.563614262560778, 0.06465517241379311, 0.1385737439222042], [0.49476600985221675, 0.5401134521880064, 0.03263546798029557, 0.12884927066450566], [0.27955665024630544, 0.5279578606158833, 0.06896551724137931, 0.1580226904376013], [0.30972906403940886, 0.5109400324149108, 0.02832512315270936, 0.1385737439222042], [0.5714285714285714, 0.696515397082658, 0.046798029556650245, 0.16612641815235007], [0.3830049261083744, 0.690032414910859, 0.059113300492610835, 0.1774716369529984], [0.28263546798029554, 0.5182333873581848, 0.04556650246305419, 0.13209076175040518], [0.39624384236453203, 0.4752836304700162, 0.03633004926108374, 0.1094003241491086], [0.3485221674876847, 0.49189627228525123, 0.05172413793103448, 0.1280388978930308]]",0
camcourt1_1513798527129_0.png,"[[0.8326198630136986, 0.4403538812785388, 0.032534246575342464, 0.10787671232876712], [0.6945633561643836, 0.375, 0.033818493150684935, 0.10159817351598173], [0.9190924657534246, 0.4095319634703196, 0.05393835616438356, 0.09646118721461187]]",0
camcourt2_1513798527129_0.png,"[[0.3741438356164384, 0.3721461187214612, 0.04280821917808219, 0.08561643835616438], [0.9167380136986302, 0.4049657534246575, 0.054366438356164386, 0.0976027397260274], [0.5524400684931506, 0.3416095890410959, 0.033818493150684935, 0.09874429223744292], [0.5481592465753424, 0.7000570776255708, 0.0783390410958904, 0.12385844748858447], [0.5132705479452054, 0.4286529680365297, 0.04794520547945205, 0.10730593607305935], [0.4445633561643836, 0.4163812785388128, 0.04922945205479452, 0.09988584474885845], [0.730736301369863, 0.3921232876712329, 0.045376712328767124, 0.08904109589041095], [0.766695205479452, 0.4708904109589041, 0.05565068493150685, 0.11757990867579908], [0.5830479452054794, 0.4817351598173516, 0.07363013698630137, 0.09474885844748858], [0.7127568493150684, 0.6446917808219178, 0.0642123287671233, 0.13641552511415525], [0.863013698630137, 0.514269406392694, 0.06592465753424658, 0.13470319634703196], [0.852097602739726, 0.5941780821917808, 0.0646404109589041, 0.11757990867579908]]",0
camcourt1_1513799086934_0.png,"[[0.7388698630136986, 0.5117009132420092, 0.052226027397260275, 0.13527397260273974], [0.8097174657534246, 0.5707762557077626, 0.04409246575342466, 0.12100456621004566], [0.6271404109589042, 0.3784246575342466, 0.031678082191780824, 0.09817351598173515], [0.7084760273972602, 0.41837899543379, 0.03595890410958904, 0.09246575342465753], [0.6952054794520548, 0.5493721461187214, 0.03595890410958904, 0.12728310502283105]]",0
camcourt2_1513799086934_0.png,"[[0.9950770547945206, 0.5953196347031964, 0.009845890410958904, 0.10273972602739725], [0.8690068493150684, 0.5253995433789954, 0.06078767123287671, 0.125], [0.8613013698630136, 0.4272260273972603, 0.04794520547945205, 0.09988584474885845], [0.4616866438356164, 0.5667808219178082, 0.03809931506849315, 0.14383561643835616], [0.6723030821917808, 0.7051940639269406, 0.061215753424657536, 0.14554794520547945], [0.3600171232876712, 0.382134703196347, 0.031678082191780824, 0.09646118721461187], [0.8009417808219178, 0.4400684931506849, 0.032534246575342464, 0.11187214611872145], [0.5946061643835616, 0.4746004566210046, 0.0273972602739726, 0.12271689497716895], [0.5988869863013698, 0.502283105022831, 0.052226027397260275, 0.1278538812785388]]",0
