filename,filepath,bounding_boxes,xyz_positions
camcourt2_1513710808980_0.png,data/KS-FR-BLOIS/24330/camcourt2_1513710808980_0.png,"[[0.14532019704433496, 0.4080226904376013, 0.023399014778325122, 0.1094003241491086], [0.7346059113300493, 0.3606158833063209, 0.050492610837438424, 0.0940032414910859], [0.6237684729064039, 0.4226094003241491, 0.07881773399014778, 0.1126418152350081], [0.4572044334975369, 0.27350081037277146, 0.025246305418719212, 0.08184764991896272], [0.4319581280788177, 0.43476499189627227, 0.035098522167487683, 0.12074554294975688], [0.15948275862068967, 0.5988654781199352, 0.034482758620689655, 0.1393841166936791], [0.6991995073891626, 0.3703403565640194, 0.049876847290640396, 0.11345218800648298], [0.5948275862068966, 0.44408427876823336, 0.04433497536945813, 0.10210696920583469], [0.46366995073891626, 0.40559157212317665, 0.03571428571428571, 0.10777957860615883], [0.46951970443349755, 0.31118314424635335, 0.042487684729064036, 0.08752025931928688], [0.30972906403940886, 0.47244732576985415, 0.024630541871921183, 0.12479740680713128], [0.5708128078817734, 0.27633711507293357, 0.03201970443349754, 0.08914100486223663], [0.6579433497536946, 0.29294975688816854, 0.02770935960591133, 0.09319286871961102], [0.6490147783251231, 0.7431118314424635, 0.046798029556650245, 0.13776337115072934]]","[[-161.3095187321951, 970.1271649467221, -179.9999999999999], [935.9791056912863, 266.05777324274686, -180.0], [776.0208816289241, 618.5796096900849, -180.0], [169.0856942841633, 112.08569680968822, -180.0], [443.0601087099403, 806.8004306566122, -179.9999999999999], [252.82825449512939, 1438.7456270537211, -180.0], [860.5175067117975, 312.81635440393393, -180.0], [789.6847745327134, 723.9414723737211, -180.0], [475.64733229415197, 677.0128774037908, -180.0], [308.5534502944647, 291.64110868106764, -180.0], [299.7235010222935, 1026.2260629893478, -180.0], [437.50921098643084, 0.2818666074135763, -180.0], [676.9240360296926, -18.33931026468963, -180.0], [1089.30573500707, 1412.192847136334, -180.0]]"
camcourt1_1513711368928_0.png,data/KS-FR-BLOIS/24330/camcourt1_1513711368928_0.png,"[[0.3583743842364532, 0.4080226904376013, 0.04926108374384237, 0.09319286871961102], [0.4144088669950739, 0.4513776337115073, 0.05788177339901478, 0.1053484602917342], [0.35098522167487683, 0.4967585089141005, 0.054187192118226604, 0.1085899513776337], [0.7903325123152709, 0.6940842787682334, 0.07943349753694581, 0.11750405186385737], [0.6736453201970444, 0.3225283630470016, 0.03078817733990148, 0.08914100486223663], [0.7130541871921182, 0.31766612641815234, 0.024630541871921183, 0.09562398703403566], [0.6231527093596059, 0.799837925445705, 0.0960591133004926, 0.13290113452188007], [0.11976600985221675, 0.46110210696920584, 0.020320197044334975, 0.1053484602917342], [0.35560344827586204, 0.42179902755267423, 0.04125615763546798, 0.11588330632090761], [0.5708128078817734, 0.4461102106969206, 0.05541871921182266, 0.08508914100486224], [0.5791256157635468, 0.40437601296596437, 0.05603448275862069, 0.09886547811993517], [0.6474753694581281, 0.40761750405186387, 0.06588669950738917, 0.07617504051863858], [0.6293103448275862, 0.41855753646677474, 0.05788177339901478, 0.09157212317666126], [0.5775862068965517, 0.7974068071312804, 0.08004926108374384, 0.18152350081037277]]","[[259.6584318461755, 720.712959998224, -180.0], [441.1626445258428, 827.8188669980532, -179.9999999999999], [406.6365092288423, 1014.5012447145009, -180.0], [1263.1139670819798, 1233.7531636660244, -180.0], [750.8484503523115, 83.54298494891736, -180.0], [817.9398794571084, 9.104260826551581, -180.0], [1078.7398823340682, 1504.8913803519843, -180.0], [-147.02558720868183, 1084.055422093671, -180.0000000000001], [247.19200527666794, 743.5345074224933, -180.0], [741.9777900945132, 729.977929394852, -180.0], [677.7208462450551, 539.2042796253986, -180.0], [799.5842699202368, 548.5061473584292, -180.0], [808.7583589188445, 568.2734419816293, -179.9999999999999], [1023.471188418282, 1512.8050766590914, -179.9999999999999]]"
camcourt1_1513714168447_0.png,data/KS-FR-BLOIS/24330/camcourt1_1513714168447_0.png,"[[0.6708743842364532, 0.5348460291734197, 0.02894088669950739, 0.14100486223662884], [0.5858990147783252, 0.2913290113452188, 0.019088669950738917, 0.09319286871961102]]","[[952.6926897130088, 880.6153257676069, -180.0000000000001], [464.8785239259911, -20.796778607482338, -180.0]]"
camcourt2_1513714168447_0.png,data/KS-FR-BLOIS/24330/camcourt2_1513714168447_0.png,"[[0.3716133004926108, 0.4939222042139384, 0.033866995073891626, 0.1126418152350081], [0.29495073891625617, 0.4708265802269044, 0.04187192118226601, 0.11831442463533225], [0.4122536945812808, 0.36223662884927066, 0.02770935960591133, 0.07941653160453808], [0.5341748768472906, 0.5713128038897893, 0.04864532019704434, 0.14424635332252836], [0.6616379310344828, 0.39829821717990277, 0.03263546798029557, 0.10453808752025932], [0.4282635467980296, 0.6446515397082658, 0.037561576354679806, 0.14343598055105347], [0.2025862068965517, 0.4282820097244733, 0.034482758620689655, 0.11426256077795786], [0.6185344827586207, 0.30591572123176664, 0.02647783251231527, 0.08833063209076175], [0.7718596059113301, 0.47163695299837927, 0.037561576354679806, 0.10210696920583469], [0.7878694581280788, 0.42787682333873583, 0.042487684729064036, 0.1085899513776337], [0.33189655172413796, 0.48581847649918963, 0.034482758620689655, 0.1353322528363047], [0.5172413793103449, 0.4420583468395462, 0.038177339901477834, 0.12236628849270664], [0.6530172413793104, 0.26904376012965964, 0.02647783251231527, 0.08589951377633712]]","[[446.88023897340645, 1036.9603824250057, -180.0], [277.07390167885296, 1033.7227919512168, -180.0], [285.7927518232309, 628.7644832311503, -180.0], [777.8789720620198, 1117.5823899750515, -180.0], [816.2921240197593, 497.4466894879092, -180.0], [701.894653209778, 1354.9832756236656, -180.0], [-6.443512578352511, 987.5613565466238, -180.0], [608.5139990426669, 129.09397222457983, -180.0], [1072.2928800386803, 689.7842408405559, -180.0], [1114.1998942901414, 483.71004527284003, -180.0], [349.31802845252287, 1024.9440462206287, -180.0], [584.8360508116048, 760.5648384938975, -180.0], [617.664798662292, -137.97816170131864, -180.0]]"
camcourt1_1513714448590_0.png,data/KS-FR-BLOIS/24330/camcourt1_1513714448590_0.png,"[[0.8075738916256158, 0.45421393841166935, 0.037561576354679806, 0.11912479740680713], [0.5261699507389163, 0.4538087520259319, 0.04002463054187192, 0.1312803889789303], [0.3414408866995074, 0.49756888168557534, 0.03879310344827586, 0.12965964343598055], [0.4621305418719212, 0.38087520259319285, 0.02894088669950739, 0.10048622366288493], [0.6536330049261084, 0.6183144246353323, 0.03263546798029557, 0.1507293354943274], [0.5782019704433498, 0.6584278768233387, 0.03694581280788178, 0.1126418152350081], [0.7201354679802956, 0.4039708265802269, 0.02647783251231527, 0.10291734197730956], [0.39624384236453203, 0.5251215559157212, 0.02894088669950739, 0.11831442463533225], [0.3063423645320197, 0.4923014586709887, 0.03633004926108374, 0.11912479740680713], [0.4224137931034483, 0.38087520259319285, 0.03694581280788178, 0.08103727714748785], [0.521243842364532, 0.770259319286872, 0.0437192118226601, 0.1547811993517018], [0.6333128078817734, 0.34035656401944897, 0.020320197044334975, 0.08914100486223663], [0.28417487684729065, 0.4404376012965964, 0.03017241379310345, 0.11102106969205834], [0.6123768472906403, 0.303484602917342, 0.02647783251231527, 0.08995137763371151]]","[[1146.6474392699831, 543.707787835624, -180.0000000000001], [594.539784899416, 728.0219266150079, -180.0000000000001], [329.2016960482558, 1003.031548144643, -180.0], [356.45750220778837, 539.2250441145434, -180.0], [986.060338373834, 1107.9532350956367, -180.0], [899.7290830291433, 1291.992594079064, -180.0], [916.9676489978744, 439.5514556766698, -180.0], [489.9234480405843, 1059.2711464264428, -179.9999999999999], [272.82773627258166, 1018.5350865457067, -180.0], [306.0269591232475, 609.2140479911095, -180.0], [890.7562401634075, 1498.3825740070474, -180.0000000000001], [672.827729162078, 218.22985969952651, -180.0], [123.60047983312484, 896.7561732310437, -180.0], [552.9947163958361, 33.68596752196663, -180.0]]"
camcourt2_1513714448590_0.png,data/KS-FR-BLOIS/24330/camcourt2_1513714448590_0.png,"[[0.6591748768472906, 0.29213938411669366, 0.035098522167487683, 0.08670988654781199]]","[[665.1859702720312, 12.103744467095112, -180.0]]"
camcourt1_1513714728681_0.png,data/KS-FR-BLOIS/24330/camcourt1_1513714728681_0.png,"[[0.6176108374384236, 0.31118314424635335, 0.02586206896551724, 0.08752025931928688], [0.062192118226600986, 0.5081037277147488, 0.03694581280788178, 0.11507293354943274], [0.6647167487684729, 0.8731766612641815, 0.0437192118226601, 0.16612641815235007], [0.6133004926108374, 0.653160453808752, 0.08004926108374384, 0.10048622366288493], [0.48183497536945813, 0.5457860615883307, 0.05110837438423645, 0.1239870340356564], [0.30357142857142855, 0.5749594813614263, 0.04187192118226601, 0.12560777957860617], [0.3599137931034483, 0.48095623987034036, 0.05480295566502463, 0.11588330632090761], [0.5541871921182266, 0.3946515397082658, 0.034482758620689655, 0.11021069692058347], [0.7038177339901478, 0.3427876823338736, 0.01847290640394089, 0.09724473257698542], [0.5957512315270936, 0.5632090761750406, 0.03879310344827586, 0.10696920583468396], [0.6283866995073891, 0.7350081037277147, 0.05110837438423645, 0.16045380875202594], [0.26908866995073893, 0.6564019448946515, 0.050492610837438424, 0.1620745542949757], [0.33004926108374383, 0.5105348460291734, 0.05788177339901478, 0.12479740680713128], [0.5403325123152709, 0.28322528363047, 0.02401477832512315, 0.09157212317666126]]","[[588.3325924387885, 81.72236629333156, -180.0], [-149.93923509076058, 1255.5342904232102, -180.0], [1127.3656135228937, 1583.4992196986336, -180.0], [955.8172302051917, 1282.2930629865482, -180.0], [651.4677685139767, 1071.1252105628598, -180.0], [394.2011584144441, 1246.3664836348912, -180.0], [373.5084960789882, 969.7803790500984, -180.0], [586.6842722372658, 517.3205135007743, -180.0000000000001], [822.7961495237357, 162.7341637960435, -180.0000000000001], [856.3155471544092, 1072.0417237473457, -180.0], [1017.2807228754843, 1370.216227866111, -180.0], [435.6552842720954, 1417.4083947183447, -180.0], [363.48291561417864, 1059.7445614212886, -180.0], [353.55690136598855, -15.856983865412076, -180.0]]"
camcourt2_1513714728681_0.png,data/KS-FR-BLOIS/24330/camcourt2_1513714728681_0.png,"[[0.7435344827586207, 0.3079416531604538, 0.021551724137931036, 0.09076175040518639]]","[[902.0845774278396, -12.837081499173564, -180.0]]"
camcourt1_1513715288746_0.png,data/KS-FR-BLOIS/24330/camcourt1_1513715288746_0.png,"[[0.9498152709359606, 0.476904376012966, 0.04741379310344827, 0.12074554294975688]]","[[861.3666810943433, -19.713614340945696, -180.0]]"
camcourt2_1513715288746_0.png,data/KS-FR-BLOIS/24330/camcourt2_1513715288746_0.png,"[[0.5778940886699507, 0.5510534846029174, 0.05233990147783251, 0.12641815235008103], [0.2623152709359606, 0.44692058346839547, 0.02832512315270936, 0.10291734197730956], [0.9144088669950738, 0.4712317666126418, 0.04556650246305419, 0.1239870340356564], [0.8762315270935961, 0.5052674230145867, 0.04926108374384237, 0.1353322528363047], [0.48091133004926107, 0.3565640194489465, 0.04187192118226601, 0.10372771474878444], [0.6838054187192119, 0.2961912479740681, 0.025246305418719212, 0.11426256077795786], [0.5646551724137931, 0.40153970826580226, 0.038177339901477834, 0.10615883306320907], [0.45535714285714285, 0.4153160453808752, 0.04495073891625616, 0.12074554294975688], [0.43472906403940886, 0.36831442463533226, 0.06157635467980296, 0.1126418152350081], [0.4861453201970443, 0.5141815235008104, 0.03879310344827586, 0.146677471636953], [0.5086206896551724, 0.5996758508914101, 0.04556650246305419, 0.14424635332252836], [0.2533866995073892, 0.32374392220421394, 0.02894088669950739, 0.09157212317666126], [0.416564039408867, 0.7188006482982172, 0.03879310344827586, 0.19611021069692058], [0.5609605911330049, 0.27755267423014585, 0.02586206896551724, 0.08670988654781199]]","[[851.4169205846483, 1038.728442848223, -180.0], [167.02687505061567, 1011.9512816047722, -179.9999999999999], [1374.7792428002256, 520.822181188094, -180.0], [1314.0756293574343, 662.8547151041903, -179.9999999999999], [376.7069423427256, 499.3415931046161, -180.0], [753.7753240907537, 14.687491444602529, -180.0], [630.5191876140489, 601.8501491213374, -180.0], [440.8218732737905, 723.6134687163894, -180.0], [303.11130682836756, 566.2666285597979, -180.0000000000001], [631.3558283446473, 989.7785344842707, -180.0], [769.7206498936821, 1201.3766757803303, -180.0], [-151.29048073894955, 586.3248069292504, -180.0], [770.2613557297132, 1529.9200112191327, -180.0], [423.8561676257077, 28.52868874693786, -180.0]]"
camcourt1_1513716128967_0.png,data/KS-FR-BLOIS/24330/camcourt1_1513716128967_0.png,"[[0.8571428571428571, 0.7743111831442464, 0.046798029556650245, 0.1580226904376013], [0.9799876847290641, 0.40923824959481364, 0.04002463054187192, 0.08752025931928688]]","[[1352.4972424952182, 1329.7277966771278, -180.0], [894.8710480550851, 4.794666544357824, -180.0]]"
camcourt2_1513716128967_0.png,data/KS-FR-BLOIS/24330/camcourt2_1513716128967_0.png,"[[0.15363300492610837, 0.609805510534846, 0.042487684729064036, 0.14991896272285252], [0.7727832512315271, 0.37439222042139386, 0.04310344827586207, 0.12155591572123177], [0.47013546798029554, 0.31766612641815234, 0.020320197044334975, 0.10696920583468396], [0.3389778325123153, 0.5109400324149108, 0.025246305418719212, 0.1353322528363047], [0.5914408866995073, 0.49108589951377635, 0.06834975369458128, 0.13452188006482982], [0.5440270935960592, 0.4546191247974068, 0.058497536945812806, 0.11183144246353323], [0.4707512315270936, 0.27431118314424635, 0.03140394088669951, 0.08833063209076175], [0.6434729064039408, 0.2880875202593193, 0.03571428571428571, 0.09319286871961102], [0.9205665024630542, 0.7888978930307942, 0.054187192118226604, 0.1580226904376013], [0.13054187192118227, 0.41936790923824957, 0.023399014778325122, 0.11750405186385737], [0.48429802955665024, 0.4367909238249595, 0.04495073891625616, 0.11993517017828201], [0.9054802955665024, 0.39303079416531606, 0.03879310344827586, 0.09076175040518639], [0.9322660098522167, 0.4290923824959481, 0.0480295566502463, 0.10291734197730956]]","[[252.51434937196518, 1465.768142934511, -180.0], [1049.8627318181143, 368.45717461360164, -180.0], [297.4680913324819, 289.1849007535343, -180.0], [403.9027819958387, 1097.208032741476, -180.0], [762.3791019208261, 861.6504856418394, -180.0], [695.7933690239302, 792.9017403147238, -180.0], [210.43894026158978, 97.90319895724951, -180.0], [648.2322688483682, 33.548696877092425, -180.0000000000001], [-165.4082924565464, 1014.9762735697434, -180.0], [546.6188211045687, 758.6593152363457, -180.0], [1313.635595451922, 264.07582083033094, -180.0], [1382.8114521870734, 365.1264883036338, -180.0], [608.0612403614587, -24.37208431403087, -180.0]]"
camcourt1_1513364954220_0.png,data/KS-FR-CAEN/24322/camcourt1_1513364954220_0.png,"[[0.5406403940886699, 0.3974878444084279, 0.03571428571428571, 0.1012965964343598]]","[[392.6028190473727, -89.7148463487888, -180.0]]"
camcourt2_1513364954220_0.png,data/KS-FR-CAEN/24322/camcourt2_1513364954220_0.png,"[[0.6844211822660099, 0.4505672609400324, 0.04741379310344827, 0.1053484602917342], [0.7238300492610837, 0.4554294975688817, 0.022783251231527094, 0.11507293354943274], [0.4467364532019704, 0.49878444084278767, 0.037561576354679806, 0.1385737439222042], [0.5948275862068966, 0.4679902755267423, 0.022167487684729065, 0.11750405186385737], [0.5283251231527094, 0.6790923824959482, 0.04310344827586207, 0.15883306320907617], [0.28448275862068967, 0.5879254457050244, 0.05172413793103448, 0.13371150729335493], [0.3248152709359606, 0.6094003241491086, 0.05480295566502463, 0.1507293354943274], [0.3811576354679803, 0.5145867098865479, 0.03078817733990148, 0.09886547811993517], [0.4051724137931034, 0.6102106969205835, 0.04433497536945813, 0.16045380875202594], [0.8322044334975369, 0.5072933549432739, 0.035098522167487683, 0.13290113452188007], [0.9375, 0.5798217179902755, 0.058497536945812806, 0.146677471636953], [0.7244458128078818, 0.6041329011345219, 0.04002463054187192, 0.14505672609400325], [0.5578817733990148, 0.4720421393841167, 0.05172413793103448, 0.1239870340356564], [0.5292487684729064, 0.5538897893030794, 0.02647783251231527, 0.14019448946515398]]","[[778.3815573922736, 123.45585571800166, -180.0], [849.7103693303802, 119.1418559867684, -180.0], [360.4324884615344, 411.2308100063542, -180.0], [615.4576726520936, 233.90611994355368, -180.0], [744.130919307775, 1271.4452759504557, -180.0], [234.33942444013337, 975.5463085806518, -180.0], [324.7843876438383, 1014.9631672488349, -180.0], [293.2941873433765, 658.2825125774225, -180.0], [459.9214047139785, 997.3031031622572, -180.0], [1115.4359054043794, 407.4879659661415, -180.0], [1330.4347563847666, 768.5667383075929, -180.0], [973.005714432067, 936.4883794774196, -180.0], [567.3702357001043, 240.39751959047453, -180.0], [595.2253221654687, 731.7862695174708, -180.0]]"
